mapX,mapY,pixelX,pixelY,enable,dX,dY,residual
1986288.58570159855298698,784152.29573712253477424,1287.19512195121887999,-1141.13414634146329263,1,16.63719085633829309,-1.64524986796232042,16.7183422239843047
1987267.97646536398679018,784086.23712255770806223,1544.39024390243844209,-1286.4268292682925221,1,-2.03319767085145031,-7.36703220142385362,7.64245093053084368
1986584.41341030201874673,783494.58170515089295805,1288.99999999999954525,-1364.9390243902439579,1,6.56206525154266274,-5.76647039597992261,8.73572442292089058
1987184.68516873894259334,783394.0577264652820304,1436.09756097560921262,-1460.59756097560966737,1,-1.90369068134009467,0.8300760544213972,2.07679186880749045
1986001.37433392577804625,784741.07904085272457451,1319.68292682926812631,-923.64634146341450105,1,-14.08960719560354846,16.41244771679134828,21.63066043797121196
1986923.32282415637746453,782472.1092362345661968,1250.19512195122001685,-1678.98780487804924633,1,2.01856639790185,6.73248993433571741,7.02858670136964303
1987121.49866785085760057,782124.58348135009873658,1266.43902439024441264,-1808.93902439024418527,1,-8.04359068148096412,-1.96124021366836132,8.27923995466475837
1985478.64964476018212736,784616.14209591504186392,1159.95121951219471157,-920.48780487804879158,1,-1.83861674531044628,-10.33009983454439862,10.49244843341105948
1986897.47380106593482196,783768.86856127914506942,1406.31707317073187369,-1318.46341463414637474,1,2.69088046880347065,3.0950788080303937,4.10126206493889267
